year,month,latitude,longitude,estimated_woodchuck_population
2022,2,39.8,-76.9,172.8
2022,4,39.8,-75.4,2760.65
2022,6,39.8,-75.4,2760.65
2022,6,39.8,-75.1,50.0
2022,5,39.9,-77.3,427.35
2022,9,39.9,-76.8,1197.3500000000001
2022,5,39.9,-76.7,3534.8
2022,7,39.9,-76.7,3534.8
2022,4,39.9,-75.6,4879.400000000001
2022,9,39.9,-75.6,4879.400000000001
2022,10,39.9,-75.5,6776.950000000001
2022,4,39.9,-75.4,13394.25
2022,7,39.9,-75.4,13394.25
2022,3,39.9,-75.3,10240.7
2022,4,39.9,-75.3,10240.7
2022,4,39.9,-75.2,16830.850000000002
2022,5,39.9,-75.2,16830.850000000002
2022,6,39.9,-75.2,16830.850000000002
2022,8,39.9,-75.2,16830.850000000002
2022,9,39.9,-75.2,16830.850000000002
2022,10,39.9,-75.2,16830.850000000002
2022,10,40.0,-79.9,587.1
2022,7,40.0,-79.2,50.0
2022,8,40.0,-76.7,3870.65
2022,3,40.0,-76.3,6979.05
2022,7,40.0,-75.5,3163.75
2022,4,40.0,-75.4,5056.450000000001
2022,3,40.0,-75.3,11199.150000000001
2022,4,40.0,-75.3,11199.150000000001
2022,5,40.0,-75.3,11199.150000000001
2022,2,40.0,-75.2,36866.6
2022,3,40.0,-75.2,36866.6
2022,5,40.0,-75.2,36866.6
2022,7,40.0,-75.2,36866.6
2022,8,40.0,-75.2,36866.6
2022,9,40.0,-75.2,36866.6
2022,10,40.0,-75.2,36866.6
2022,5,40.0,-75.1,61436.15
2022,6,40.0,-75.1,61436.15
2022,9,40.0,-75.0,1723.5
2022,4,40.1,-79.9,970.6
2022,8,40.1,-79.5,50.0
2022,6,40.1,-78.9,89.55000000000001
2022,8,40.1,-77.8,43.35
2022,7,40.1,-77.3,100.0
2022,6,40.1,-76.9,468.1
2022,3,40.1,-76.7,863.8000000000001
2022,5,40.1,-76.6,423.8
2022,4,40.1,-76.5,992.25
2022,5,40.1,-75.8,407.75
2022,7,40.1,-75.8,407.75
2022,6,40.1,-75.7,551.85
2022,6,40.1,-75.6,1624.15
2022,4,40.1,-75.5,2291.65
2022,8,40.1,-75.5,2291.65
2022,4,40.1,-75.4,5164.3
2022,5,40.1,-75.4,5164.3
2022,5,40.1,-75.3,5383.25
2022,6,40.1,-75.3,5383.25
2022,7,40.1,-75.3,5383.25
2022,9,40.1,-75.3,5383.25
2022,3,40.1,-75.2,7841.75
2022,4,40.1,-75.2,7841.75
2022,5,40.1,-75.2,7841.75
2022,7,40.1,-75.2,7841.75
2022,8,40.1,-75.2,7841.75
2022,9,40.1,-75.2,7841.75
2022,10,40.1,-75.2,7841.75
2022,5,40.1,-75.1,8437.4
2022,8,40.1,-75.1,8437.4
2022,9,40.1,-75.1,8437.4
2022,5,40.1,-75.0,8622.35
2022,6,40.1,-75.0,8622.35
2022,4,40.1,-74.9,5144.75
2022,8,40.1,-74.9,5144.75
2022,9,40.2,-80.3,2447.5
2022,8,40.2,-79.7,276.2
2022,7,40.2,-79.4,50.0
2022,4,40.2,-77.0,3792.4500000000003
2022,5,40.2,-77.0,3792.4500000000003
2022,6,40.2,-77.0,3792.4500000000003
2022,9,40.2,-77.0,3792.4500000000003
2022,11,40.2,-77.0,3792.4500000000003
2022,4,40.2,-76.8,1266.8500000000001
2022,7,40.2,-76.8,1266.8500000000001
2022,5,40.2,-76.6,1527.8000000000002
2022,7,40.2,-76.6,1527.8000000000002
2022,9,40.2,-76.0,1.5
2022,11,40.2,-75.6,565.1
2022,7,40.2,-75.5,2124.4500000000003
2022,2,40.2,-75.4,16657.8
2022,6,40.2,-75.4,16657.8
2022,7,40.2,-75.2,1629.65
2022,8,40.2,-75.2,1629.65
2022,3,40.2,-75.1,5862.0
2022,4,40.2,-75.1,5862.0
2022,5,40.2,-75.1,5862.0
2022,6,40.2,-75.1,5862.0
2022,7,40.2,-75.1,5862.0
2022,8,40.2,-75.1,5862.0
2022,4,40.2,-75.0,3659.05
2022,5,40.2,-75.0,3659.05
2022,6,40.2,-75.0,3659.05
2022,6,40.2,-74.9,6684.5
2022,8,40.3,-80.3,86.7
2022,7,40.3,-80.1,2381.9
2022,8,40.3,-80.0,3870.9500000000003
2022,4,40.3,-79.4,1418.8000000000002
2022,7,40.3,-79.4,1418.8000000000002
2022,10,40.3,-79.3,391.90000000000003
2022,4,40.3,-78.9,3441.3500000000004
2022,4,40.3,-78.4,402.0
2022,4,40.3,-76.9,7302.25
2022,6,40.3,-76.9,7302.25
2022,7,40.3,-76.9,7302.25
2022,8,40.3,-76.9,7302.25
2022,9,40.3,-76.9,7302.25
2022,4,40.3,-76.8,5586.700000000001
2022,10,40.3,-76.6,1084.65
2022,6,40.3,-76.3,55.050000000000004
2022,5,40.3,-75.6,3199.8500000000004
2022,5,40.3,-75.5,330.3
2022,3,40.3,-75.0,3342.6000000000004
2022,5,40.3,-75.0,3342.6000000000004
2022,6,40.3,-75.0,3342.6000000000004
2022,3,40.4,-80.0,21282.45
2022,6,40.4,-80.0,21282.45
2022,9,40.4,-80.0,21282.45
2022,5,40.4,-79.9,6848.25
2022,7,40.4,-79.9,6848.25
2022,8,40.4,-79.9,6848.25
2022,9,40.4,-79.9,6848.25
2022,4,40.4,-79.8,2786.65
2022,5,40.4,-79.6,772.0500000000001
2022,5,40.4,-79.5,52.050000000000004
2022,6,40.4,-79.5,52.050000000000004
2022,8,40.4,-79.5,52.050000000000004
2022,4,40.4,-78.9,822.1
2022,8,40.4,-78.8,336.35
2022,6,40.4,-76.6,50.0
2022,6,40.4,-76.4,1540.75
2022,4,40.4,-75.0,719.45
2022,5,40.5,-80.2,2763.9500000000003
2022,8,40.5,-80.2,2763.9500000000003
2022,9,40.5,-80.2,2763.9500000000003
2022,6,40.5,-80.1,2584.1000000000004
2022,7,40.5,-80.1,2584.1000000000004
2022,4,40.5,-80.0,5931.400000000001
2022,5,40.5,-80.0,5931.400000000001
2022,6,40.5,-80.0,5931.400000000001
2022,7,40.5,-80.0,5931.400000000001
2022,8,40.5,-80.0,5931.400000000001
2022,4,40.5,-79.9,4395.25
2022,6,40.5,-79.9,4395.25
2022,8,40.5,-79.9,4395.25
2022,9,40.5,-79.9,4395.25
2022,6,40.5,-79.8,3123.9500000000003
2022,6,40.5,-77.2,354.6
2022,7,40.6,-80.1,1631.9
2022,10,40.6,-80.1,1631.9
2022,3,40.6,-80.0,2430.75
2022,5,40.6,-80.0,2430.75
2022,6,40.6,-80.0,2430.75
2022,10,40.6,-80.0,2430.75
2022,12,40.6,-80.0,2430.75
2022,8,40.6,-79.9,1468.25
2022,8,40.6,-79.7,2612.1000000000004
2022,4,40.6,-79.2,3450.4500000000003
2022,5,40.6,-79.2,3450.4500000000003
2022,9,40.6,-79.2,3450.4500000000003
2022,8,40.6,-79.0,82.45
2022,9,40.7,-80.0,835.85
2022,4,40.7,-79.5,381.65000000000003
2022,4,40.7,-79.4,50.0
2022,9,40.7,-79.2,101.35000000000001
2022,4,40.7,-77.9,14.850000000000001
2022,7,40.7,-77.9,14.850000000000001
2022,6,40.7,-75.3,3713.05
2022,5,40.8,-80.2,107.0
2022,4,40.8,-80.1,885.3000000000001
2022,9,40.8,-80.1,885.3000000000001
2022,4,40.8,-77.9,6697.75
2022,5,40.8,-77.9,6697.75
2022,6,40.8,-77.9,6697.75
2022,8,40.8,-77.9,6697.75
2022,9,40.8,-77.9,6697.75
2022,4,40.8,-77.8,283.7
