year,latitude,longitude,estimated_woodchuck_population,VOLCF_AC_UNADJ,wood_chucked_per_woodchuck_lbs,total_wood_chucked_lbs
2018,39.7,-77.6,40.51331556589107,20.472372799963086,0.1,4.0513315565891075
2018,39.7,-77.3,56.445565869453674,53.799210379678996,0.3433357447282812,19.37978039439813
2018,39.7,-77.2,90.02380168121599,81020.58054933192,936.0238209320883,84264.42282448434
2018,39.7,-76.1,48.55083346731087,458.58157936196585,5.11132189866552,248.15893829992888
2018,39.7,-75.8,48.270441021623974,215.74881729130806,2.5590696289120434,123.52741959262794
2018,39.8,-79.9,261.12291220551157,1026.6357472943002,13.455957553393342,3513.65882285582
2018,39.8,-79.5,52.960089169950926,2260.5879776256897,24.59975358330248,1302.805143330519
2018,39.8,-79.4,68.85209305543064,2699.2922174324635,39.4044843288524,2713.081221811404
2018,39.8,-77.8,64.77307863245815,2739.801319495433,35.65153105503491,2309.2594243953
2018,39.8,-77.7,577.4050362482652,19.83010330592029,0.1,57.74050362482652
2018,39.8,-77.4,307.5257346398188,1018.9624157420263,10.625354099650101,3267.569825303108
2018,39.8,-77.3,110.8904974814182,2526.789824407933,20.680285134289708,2293.247106598963
2018,39.8,-77.2,1105.1862431126938,90294.03123498458,836.2622270234198,924225.508941068
2018,39.8,-77.0,10584.94716035896,743.5014717746158,7.712507200607548,81636.4811923189
2018,39.8,-76.9,121.02101764104748,239.80660044306438,3.136163906154619,379.54174741195453
2018,39.8,-76.6,512.2318526228057,217.0143977052343,2.871655253643539,1470.953290667843
2018,39.8,-76.2,195.78744861860983,249.7825896225583,3.783491951059543,740.7602359669941
2018,39.8,-75.9,405.72874098921733,79.00850553906899,0.9375382508251522,380.386214136522
2018,39.8,-75.8,970.1763019355581,257.729211320241,3.2494405827040618,3152.5302478871517
2018,39.8,-75.7,20.74337718249749,216.52634370218632,3.212038835325034,66.62853308597712
2018,39.8,-75.4,2535.64553837413,28.197408242937986,0.20190046326003305,511.9480088609728
2018,39.8,-75.3,50.08809298030118,666.0693115655547,6.045986755311002,302.8319467576869
2018,39.8,-75.2,95.20635087105724,516.0019854495024,5.258374097760139,500.6306093626309
2018,39.8,-75.1,49.09084224616689,34.967800086000935,0.1643033291207812,8.065788810388309
2018,39.9,-80.1,60.31453503458754,74.56750186173244,0.49173872522556045,29.658992570480482
2018,39.9,-79.6,96.46207558150631,1083.693464140745,17.51253294622995,1689.2952766828528
2018,39.9,-77.3,264.88490009753747,1593.95690546752,20.22337192767856,5356.865852698479
2018,39.9,-77.0,128.91524149410293,1996.1250064473159,27.713274102775724,3572.663423551601
2018,39.9,-76.8,493.79690629910556,944.5136130976364,9.138367586477582,4512.497642826654
2018,39.9,-76.7,2416.2802070662656,196.66505344823315,1.8860333136979606,4557.184965755983
2018,39.9,-76.6,1125.409492633788,286.49916108380177,2.273471640342474,2558.5865652751295
2018,39.9,-76.4,156.99903122315607,229.14553403866242,3.02884693445549,475.526034432738
2018,39.9,-76.1,419.3918739489917,271.23015594776416,2.5610983713783018,1074.1038453400568
2018,39.9,-76.0,278.5707585359709,230.7905633896318,2.740909004038053,763.537100332953
2018,39.9,-75.9,192.8083793046104,374.2856716217783,3.2501368170608025,626.6536122157383
2018,39.9,-75.8,284.6776773089755,258.57474488694004,3.3442705240334343,952.0391650747083
2018,39.9,-75.7,921.2350970489717,256.5150519830506,2.645867728170717,2437.466213340093
2018,39.9,-75.6,4436.212206671786,240.72608785758024,3.0639300233066993,13592.243769781348
2018,39.9,-75.5,4796.556794767779,217.4103544937203,2.8183722633630803,13518.482630019227
2018,39.9,-75.4,11346.719763687637,595.6868239969017,7.199362336014945,81689.14690400916
2018,39.9,-75.3,6241.646002545283,450.9877469525019,7.071133002604387,44135.509039171695
2018,39.9,-75.2,9693.023154838731,492.75040256845966,6.567310449983099,63657.09225670054
2018,39.9,-75.1,1779.1109286945054,1343.8123530532164,18.08548724499373,32176.088008333427
2018,39.9,-75.0,60.36214170606231,531.2727372719756,4.744482523071694,286.38712637958963
2018,40.0,-80.0,295.6235274816826,103.37401433894713,0.9446287683155838,279.25448865013
2018,40.0,-79.9,409.5701125082066,628.5245849203168,12.802051836585823,5243.337811046348
2018,40.0,-79.2,48.56364762550511,2492.1415307516,34.1652460304014,1659.1889692591008
2018,40.0,-78.9,138.41286034749584,88.34733605617929,1.3643419462802864,188.84247127672396
2018,40.0,-78.7,42.19634446458619,108.70829785645385,1.0376089070274133,43.78330286045151
2018,40.0,-78.6,114.61582487771902,1010.8399171279049,20.398204048017888,2337.9569829875977
2018,40.0,-78.5,445.32384233851195,16.477683546150182,0.1,44.5323842338512
2018,40.0,-78.2,41.20373973201734,1363.1241289920124,17.90300411612863,737.6707220221992
2018,40.0,-77.6,5.316975882059354,2828.5591571199784,42.13443994320429,224.0278009820955
2018,40.0,-77.5,42.8450027050989,644.6971286947877,7.780785299480276,333.36776720402617
2018,40.0,-77.3,145.86420447502618,80936.73617286449,1052.2948248493014,153492.14749983037
2018,40.0,-77.1,184.77388411399795,518.939105374713,6.9579109550949205,1285.6402324922256
2018,40.0,-76.8,1400.4085507916313,182.50929706666875,2.4312987864533198,3404.8116100785455
2018,40.0,-76.7,3118.335126022597,192.192001633102,1.9821091447938088,6180.880569821144
2018,40.0,-76.6,2058.16679241299,235.22433894710494,2.221249589964044,4571.702143724966
2018,40.0,-76.5,640.4372043096344,274.915081645968,3.1825601732002076,2038.2299398715265
2018,40.0,-76.4,2860.49631263548,256.5305326612794,2.9184386505607045,8348.182998581762
2018,40.0,-76.3,6636.875195844119,134.77932778655892,2.1853194090406722,14503.692180858765
2018,40.0,-76.2,1339.8449320721631,292.1276088559718,2.6669522361794837,3573.302437723604
2018,40.0,-76.0,273.7472643836704,86.75312683480992,1.0425488192473205,285.3948872553797
2018,40.0,-75.9,350.4550584905239,1238.8377943526584,15.024802970520213,5265.518203842259
2018,40.0,-75.8,1898.0018036402066,322.88410573739407,3.7229363720628665,7066.139949013048
2018,40.0,-75.7,3076.903404550933,226.38922692645167,2.763302878150525,8502.416033586742
2018,40.0,-75.6,4296.446044008394,231.0194875347123,2.692726908640802,11569.155874224727
2018,40.0,-75.5,2302.5371542085236,380.98341968415565,6.670234478070098,15358.4627130391
2018,40.0,-75.4,3455.2630817558143,530.0784871764762,5.570961075521784,19249.136134149085
2018,40.0,-75.3,7208.7519688570765,585.7126082008414,5.96739070249254,43017.439475532505
2018,40.0,-75.2,17715.717182490876,490.21874823689683,7.3448145165718355,130118.65673344009
2018,40.0,-75.1,47857.75076206118,114.48830950977424,1.2101142255208654,57913.344998602275
2018,40.0,-75.0,1303.371766875337,38.720093927134876,0.1634393758211431,213.0222680410055
2018,40.0,-74.9,51.56257612933569,1238.8034604712882,13.738236681778703,708.3788747870465
2018,40.1,-80.5,72.20118759275648,166.3334901319714,1.4579771089060356,105.26767874606942
2018,40.1,-79.9,657.2228320404882,927.7530962253314,13.289663550634813,8734.270315613463
2018,40.1,-79.6,214.40097463985444,900.5908602908671,13.185022855764725,2826.8817509247137
2018,40.1,-79.5,44.78419621644913,1065.372079363293,12.93473747297985,579.271820998187
2018,40.1,-79.3,44.4710820475192,1402.930068936038,12.060130840632775,536.3270681175968
2018,40.1,-78.9,43.265787256619475,1197.1143131302736,11.06766881537048,478.85140439254087
2018,40.1,-78.5,55.99416085949345,197.6157914793868,3.621033142502641,202.75671225884994
2018,40.1,-77.8,33.005950848671304,143.4456138411094,1.8206745753254427,60.093095544617064
2018,40.1,-77.5,872.7845685742566,1243.192675297135,18.70147434702376,16322.358219669657
2018,40.1,-77.3,425.24599375111495,82155.23125283852,1086.1579526700814,461884.3179538652
2018,40.1,-77.1,281.322441418643,688.9857108858891,6.453715089267926,1815.5748851331884
2018,40.1,-77.0,948.600055865185,239.6595373783584,2.4463148062651396,2320.5743618869406
2018,40.1,-76.9,366.05560616433496,935.9693536772409,12.906991895341482,4724.676742007385
2018,40.1,-76.8,192.3074486663499,221.58581654132337,3.091287246547443,594.4775634783645
2018,40.1,-76.7,683.2536224801565,217.76888337431214,2.2465556403181406,1534.9672793505972
2018,40.1,-76.6,237.3764594513389,953.7061930699888,10.488900650648434,2489.81809998777
